patient_image,center,gt_normal,gt_tumor,normal,tumor
data/train/patch_patient_088_node_1_x_5024_y_4000.png,4,1,0,1.0,2.1519299240390405e-30
data/train/patch_patient_009_node_1_x_12512_y_36032.png,0,0,1,1.0,1.7484697701913664e-18
data/train/patch_patient_009_node_1_x_10720_y_26400.png,0,1,0,0.9999955711064104,4.428893589647487e-06
data/train/patch_patient_099_node_4_x_25248_y_12992.png,4,1,0,1.0,9.878727250036709e-20
data/train/patch_patient_099_node_4_x_14080_y_9504.png,4,1,0,1.0,1.1937184966248258e-25
data/train/patch_patient_099_node_4_x_19872_y_3648.png,4,0,1,1.0,3.252882464908861e-17
data/train/patch_patient_087_node_0_x_39936_y_14016.png,4,1,0,0.9469133615493774,0.05308663845062256
data/train/patch_patient_087_node_0_x_13632_y_14464.png,4,1,0,0.9827810507267714,0.017218949273228645
data/train/patch_patient_015_node_1_x_7936_y_32512.png,0,1,0,0.9999999999194451,8.055486139246781e-11
data/train/patch_patient_017_node_1_x_16736_y_30880.png,0,1,0,0.0,1.0
data/train/patch_patient_092_node_1_x_32480_y_19360.png,4,0,1,0.9999999999999998,2.1365185837650088e-16
data/train/patch_patient_099_node_4_x_6304_y_15584.png,4,1,0,1.0,4.551925023537532e-27
data/train/patch_patient_012_node_0_x_6048_y_24448.png,0,0,1,1.0,1.9439349913587808e-31
data/train/patch_patient_010_node_4_x_18496_y_15904.png,0,0,1,0.9999999999999156,8.442144959442885e-14
data/train/patch_patient_099_node_4_x_19712_y_2688.png,4,0,1,1.0,4.3965344259660995e-21
data/train/patch_patient_010_node_4_x_16640_y_19232.png,0,1,0,1.0,3.180752255968277e-34
data/train/patch_patient_009_node_1_x_6944_y_36096.png,0,1,0,1.0,2.3369826864545275e-32
data/train/patch_patient_099_node_4_x_20160_y_3136.png,4,0,1,0.9999999999999999,9.25148244709113e-17
data/train/patch_patient_087_node_0_x_35840_y_2208.png,4,1,0,1.0,1.8281086929754712e-17
data/train/patch_patient_087_node_0_x_41664_y_4704.png,4,1,0,1.0,1.1735193433680924e-23
data/train/patch_patient_099_node_4_x_18336_y_9376.png,4,1,0,0.999999997885447,2.1145529771615657e-09
data/train/patch_patient_012_node_0_x_4864_y_26272.png,0,0,1,1.0,1.25451168935169e-21
data/train/patch_patient_087_node_0_x_15008_y_12832.png,4,1,0,0.9998509415163426,0.00014905848365742713
data/train/patch_patient_009_node_1_x_8128_y_29408.png,0,1,0,0.9999997893263526,2.1067364741611527e-07
data/train/patch_patient_088_node_1_x_28096_y_9792.png,4,1,0,1.0,6.380162765039404e-18
data/train/patch_patient_099_node_4_x_19168_y_2048.png,4,0,1,0.9999999999999941,5.932156706096392e-15
data/train/patch_patient_099_node_4_x_19424_y_5120.png,4,0,1,0.9999999999998908,1.0927844458323566e-13
data/train/patch_patient_099_node_4_x_12960_y_10304.png,4,1,0,1.0,2.6363046129574804e-25
data/train/patch_patient_092_node_1_x_28032_y_8864.png,4,1,0,1.0,1.3420282210994967e-22
data/train/patch_patient_016_node_1_x_8544_y_27360.png,0,1,0,1.0,9.757456033995554e-35
data/train/patch_patient_099_node_4_x_21120_y_4704.png,4,0,1,0.9793469626456499,0.02065303735435009
data/train/patch_patient_092_node_1_x_33408_y_11648.png,4,1,0,1.0,3.983523489915315e-17
data/train/patch_patient_096_node_0_x_32736_y_9280.png,4,0,1,1.0,9.611320902802723e-18
data/train/patch_patient_088_node_1_x_15008_y_13632.png,4,1,0,0.9999999999955905,4.409420745199455e-12
data/train/patch_patient_087_node_0_x_4736_y_6976.png,4,1,0,1.0,1.0434866878732499e-31
data/train/patch_patient_016_node_1_x_16544_y_17792.png,0,1,0,1.0,0.0
data/train/patch_patient_016_node_1_x_5952_y_29536.png,0,1,0,1.0,2.3815045349919216e-31
data/train/patch_patient_087_node_0_x_39712_y_4640.png,4,1,0,0.0,1.0
data/train/patch_patient_015_node_1_x_6464_y_34176.png,0,1,0,0.9999999782642224,2.1735777622211572e-08
data/train/patch_patient_099_node_4_x_20960_y_4992.png,4,0,1,1.0,1.075309882527694e-30
data/train/patch_patient_015_node_1_x_8672_y_36192.png,0,0,1,0.9999999543963654,4.560363464634065e-08
data/train/patch_patient_087_node_0_x_3840_y_8352.png,4,1,0,0.9999098625776242,9.013742237584665e-05
data/train/patch_patient_012_node_0_x_4896_y_24448.png,0,0,1,0.9979569639544934,0.0020430360455065966
data/train/patch_patient_010_node_4_x_16960_y_24480.png,0,0,1,0.9999999726929918,2.7307008210186723e-08
data/train/patch_patient_088_node_1_x_21856_y_1472.png,4,1,0,0.9999997044878057,2.9551219427048636e-07
data/train/patch_patient_012_node_0_x_4192_y_24640.png,0,0,1,1.0,1.177334189498666e-17
data/train/patch_patient_088_node_1_x_23328_y_7584.png,4,1,0,1.0,1.1988696971597558e-19
data/train/patch_patient_012_node_0_x_3552_y_26080.png,0,0,1,0.9981630692491308,0.0018369307508692145
data/train/patch_patient_004_node_4_x_8288_y_27872.png,0,1,0,0.9999999999999781,2.1868071521896452e-14
data/train/patch_patient_087_node_0_x_30624_y_8512.png,4,1,0,0.8688693940639496,0.13113060593605042
data/train/patch_patient_087_node_0_x_32864_y_9440.png,4,1,0,0.9999992703910721,7.29608927940717e-07
data/train/patch_patient_015_node_1_x_9408_y_36128.png,0,0,1,0.997932679252699,0.0020673207473009825
data/train/patch_patient_092_node_1_x_28128_y_3040.png,4,1,0,1.0,2.882253975773912e-19
data/train/patch_patient_087_node_0_x_11520_y_1984.png,4,1,0,1.0,6.088223656711969e-34
data/train/patch_patient_088_node_1_x_13920_y_7456.png,4,1,0,1.0,7.022550218804178e-24
data/train/patch_patient_099_node_4_x_19552_y_1568.png,4,0,1,0.9999036795052234,9.632049477659166e-05
data/train/patch_patient_015_node_1_x_10912_y_37248.png,0,0,1,1.0,2.983659509562224e-31
data/train/patch_patient_087_node_0_x_39744_y_15360.png,4,1,0,0.9999999999999724,2.7618906849589432e-14
data/train/patch_patient_012_node_0_x_3776_y_25344.png,0,0,1,0.9991295881918631,0.0008704118081368506
data/train/patch_patient_089_node_3_x_34336_y_5056.png,4,1,0,1.0,5.332120495863265e-28
data/train/patch_patient_092_node_1_x_31328_y_18944.png,4,0,1,0.9999999999999963,3.672290590513811e-15
data/train/patch_patient_016_node_1_x_6336_y_31328.png,0,1,0,0.6277591288089752,0.3722408711910248
data/train/patch_patient_088_node_1_x_11104_y_8256.png,4,1,0,0.8369018137454987,0.16309818625450134
data/train/patch_patient_092_node_1_x_28288_y_12736.png,4,1,0,0.8264340162277222,0.17356598377227783
data/train/patch_patient_099_node_4_x_20096_y_2336.png,4,0,1,1.0,1.0538844692374007e-22
data/train/patch_patient_096_node_0_x_22816_y_11424.png,4,0,1,0.9999999622456457,3.7754354309527116e-08
data/train/patch_patient_010_node_4_x_14880_y_26752.png,0,1,0,1.0,3.557365876958547e-37
data/train/patch_patient_010_node_4_x_14560_y_26464.png,0,1,0,0.0,1.0
data/train/patch_patient_089_node_3_x_33984_y_9600.png,4,1,0,1.0,3.3871042756000456e-21
data/train/patch_patient_087_node_0_x_37888_y_6048.png,4,1,0,1.0,6.944723112417578e-27
data/train/patch_patient_099_node_4_x_6592_y_13952.png,4,1,0,1.0,4.119026336664857e-34
data/train/patch_patient_089_node_3_x_25824_y_2464.png,4,1,0,0.9999999996505825,3.4941752269368465e-10
data/train/patch_patient_099_node_4_x_20448_y_5024.png,4,0,1,1.0,1.1843125382733263e-23
data/train/patch_patient_087_node_0_x_41312_y_16512.png,4,1,0,1.0,0.0
data/train/patch_patient_009_node_1_x_5344_y_30208.png,0,1,0,1.0,0.0
data/train/patch_patient_016_node_1_x_12544_y_29536.png,0,1,0,0.9915333148092031,0.008466685190796852
data/train/patch_patient_087_node_0_x_4512_y_9376.png,4,1,0,0.9999999999998002,1.9988246897483658e-13
data/train/patch_patient_012_node_0_x_3072_y_26080.png,0,0,1,1.0,3.35378182161123e-19
data/train/patch_patient_087_node_0_x_36736_y_4576.png,4,1,0,0.9997277382062748,0.00027226179372519255
data/train/patch_patient_087_node_0_x_31008_y_9376.png,4,1,0,0.9999999999999998,2.259533443392547e-16
data/train/patch_patient_088_node_1_x_20064_y_13088.png,4,1,0,0.0,1.0
data/train/patch_patient_012_node_0_x_13568_y_18560.png,0,1,0,0.9999999999999999,1.1376132908125024e-16
data/train/patch_patient_087_node_0_x_11712_y_2176.png,4,1,0,0.9999994356380171,5.643619829243107e-07
data/train/patch_patient_004_node_4_x_18752_y_18080.png,0,1,0,1.0,2.0622772795432177e-25
data/train/patch_patient_009_node_1_x_11680_y_32224.png,0,1,0,0.9999999999028232,9.717680132803608e-11
data/train/patch_patient_087_node_0_x_37952_y_12512.png,4,1,0,0.02167266607284546,0.9783273339271545
data/train/patch_patient_015_node_1_x_9216_y_36064.png,0,0,1,1.0,4.273745763529955e-17
data/train/patch_patient_012_node_0_x_4864_y_24448.png,0,0,1,0.9988249796442688,0.0011750203557312489
data/train/patch_patient_010_node_4_x_20224_y_15744.png,0,1,0,1.0,2.29002591891884e-31
data/train/patch_patient_010_node_4_x_17792_y_16992.png,0,1,0,1.0,1.4974457091395996e-19
data/train/patch_patient_099_node_4_x_18784_y_3488.png,4,0,1,0.9998320237064036,0.00016797629359643906
data/train/patch_patient_099_node_4_x_14176_y_16000.png,4,1,0,1.0,2.9992155877301607e-22
data/train/patch_patient_012_node_0_x_4768_y_26848.png,0,0,1,1.0,1.4903420134224875e-38
data/train/patch_patient_099_node_4_x_21376_y_13472.png,4,1,0,0.9999999999999998,1.877110376154745e-16
data/train/patch_patient_016_node_1_x_19680_y_21568.png,0,1,0,1.0,0.0
data/train/patch_patient_087_node_0_x_40288_y_12448.png,4,1,0,0.5503867864608765,0.44961321353912354
data/train/patch_patient_010_node_4_x_19200_y_17088.png,0,0,1,1.0,3.349668130952051e-32
data/train/patch_patient_015_node_1_x_7488_y_35904.png,0,1,0,0.9999999999999999,1.322390881278068e-16
data/train/patch_patient_016_node_1_x_12576_y_32704.png,0,1,0,1.0,9.311065093793938e-18
data/train/patch_patient_016_node_1_x_4192_y_26144.png,0,1,0,1.0,2.488605478334271e-33
data/train/patch_patient_089_node_3_x_35072_y_8128.png,4,1,0,0.9990652307169512,0.0009347692830488086
data/train/patch_patient_092_node_1_x_32256_y_6976.png,4,1,0,0.0,1.0
data/train/patch_patient_009_node_1_x_12416_y_31904.png,0,1,0,0.9999999998873377,1.1266235860896145e-10
data/train/patch_patient_012_node_0_x_6848_y_20864.png,0,1,0,0.0,1.0
data/train/patch_patient_087_node_0_x_41376_y_4608.png,4,1,0,0.9999999999978668,2.1331757974613064e-12
data/train/patch_patient_087_node_0_x_30400_y_7264.png,4,1,0,1.0,1.727764240047276e-17
data/train/patch_patient_010_node_4_x_13568_y_15840.png,0,1,0,0.0,1.0
data/train/patch_patient_012_node_0_x_3488_y_23904.png,0,0,1,1.0,3.709648017974703e-28
data/train/patch_patient_012_node_0_x_3456_y_24960.png,0,0,1,1.0,4.533629967883337e-25
data/train/patch_patient_099_node_4_x_19136_y_4576.png,4,0,1,0.9999509017252421,4.909827475785278e-05
data/train/patch_patient_087_node_0_x_6944_y_9152.png,4,1,0,1.0,3.65519455849264e-39
data/train/patch_patient_088_node_1_x_21088_y_5120.png,4,1,0,1.0,6.122672607289916e-18
data/train/patch_patient_016_node_1_x_14848_y_32672.png,0,1,0,0.9993606139323674,0.0006393860676325858
data/train/patch_patient_099_node_4_x_13312_y_10400.png,4,1,0,0.9999999993424084,6.575916478013255e-10
data/train/patch_patient_012_node_0_x_4960_y_25888.png,0,0,1,1.0,5.181219103279704e-34
data/train/patch_patient_015_node_1_x_9280_y_37472.png,0,0,1,0.9999999135594848,8.644051519013374e-08
data/train/patch_patient_004_node_4_x_8320_y_16800.png,0,1,0,0.9869211055338383,0.013078894466161728
data/train/patch_patient_088_node_1_x_1536_y_5216.png,4,1,0,0.0,1.0
data/train/patch_patient_087_node_0_x_39392_y_13216.png,4,1,0,0.9999999999999966,3.3910574408170177e-15
data/train/patch_patient_099_node_4_x_20832_y_5408.png,4,0,1,0.6363058090209961,0.3636941909790039
data/train/patch_patient_089_node_3_x_26048_y_9632.png,4,1,0,1.0,1.3919993014497093e-24
data/train/patch_patient_004_node_4_x_10080_y_18496.png,0,1,0,0.9999999999995537,4.4627908139804884e-13
data/train/patch_patient_012_node_0_x_6080_y_26784.png,0,0,1,0.9999999999999365,6.346689802394848e-14
data/train/patch_patient_012_node_0_x_5536_y_26560.png,0,0,1,1.0,8.409410091456372e-25
data/train/patch_patient_009_node_1_x_11168_y_26336.png,0,1,0,1.0,0.0
data/train/patch_patient_017_node_1_x_11648_y_31936.png,0,1,0,0.0,1.0
data/train/patch_patient_004_node_4_x_5760_y_20416.png,0,1,0,0.9999999999850435,1.4956477029093307e-11
data/train/patch_patient_087_node_0_x_5152_y_6752.png,4,1,0,0.9999999999999998,1.919756367466631e-16
data/train/patch_patient_015_node_1_x_7424_y_36832.png,0,1,0,1.0,3.177012213992493e-22
data/train/patch_patient_010_node_4_x_19104_y_16288.png,0,0,1,1.0,4.063771766114722e-29
data/train/patch_patient_099_node_4_x_20544_y_5408.png,4,0,1,0.03952521085739136,0.9604747891426086
data/train/patch_patient_099_node_4_x_19328_y_4768.png,4,0,1,1.0,3.597792670613557e-20
data/train/patch_patient_088_node_1_x_11712_y_7232.png,4,1,0,0.999685938906623,0.00031406109337694943
data/train/patch_patient_099_node_4_x_25536_y_9952.png,4,1,0,1.0,2.6608310139976427e-21
data/train/patch_patient_088_node_1_x_28416_y_12832.png,4,1,0,0.00027745962142944336,0.9997225403785706
data/train/patch_patient_009_node_1_x_14048_y_39808.png,0,1,0,1.0,3.834373648585651e-29
data/train/patch_patient_087_node_0_x_40320_y_4032.png,4,1,0,1.0,6.13114118243678e-23
data/train/patch_patient_010_node_4_x_16320_y_24608.png,0,0,1,0.999999995088944,4.911056006307035e-09
data/train/patch_patient_099_node_4_x_20608_y_4960.png,4,0,1,0.873622938990593,0.12637706100940704
data/train/patch_patient_089_node_3_x_26240_y_10688.png,4,1,0,1.0,3.0013895378754506e-30
data/train/patch_patient_004_node_4_x_6208_y_19712.png,0,1,0,0.9999999682143752,3.178562479888569e-08
data/train/patch_patient_016_node_1_x_7904_y_31200.png,0,1,0,0.9998133212357061,0.00018667876429390162
data/train/patch_patient_088_node_1_x_29312_y_13088.png,4,1,0,0.9999999802564403,1.9743559676044242e-08
data/train/patch_patient_099_node_4_x_18560_y_4224.png,4,0,1,0.9999856665963307,1.4333403669297695e-05
data/train/patch_patient_099_node_4_x_19712_y_4032.png,4,0,1,0.9999999999999778,2.2247806556545922e-14
data/train/patch_patient_087_node_0_x_39072_y_12000.png,4,1,0,0.9999999956961991,4.303800871241492e-09
data/train/patch_patient_099_node_4_x_19424_y_1536.png,4,0,1,1.0,3.5527720733056514e-20
data/train/patch_patient_099_node_4_x_20800_y_4672.png,4,0,1,1.0,2.428690006708505e-30
data/train/patch_patient_004_node_4_x_8800_y_18208.png,0,1,0,1.0,0.0
data/train/patch_patient_012_node_0_x_3712_y_24352.png,0,0,1,1.0,1.71807291347307e-21
data/train/patch_patient_016_node_1_x_13696_y_21312.png,0,1,0,1.0,8.637114933427836e-19
data/train/patch_patient_099_node_4_x_3616_y_4928.png,4,1,0,1.2159347534179688e-05,0.9999878406524658
data/train/patch_patient_092_node_1_x_28288_y_10720.png,4,1,0,0.0,1.0
data/train/patch_patient_099_node_4_x_11936_y_15360.png,4,1,0,1.0,5.7144523608294795e-33
data/train/patch_patient_087_node_0_x_4832_y_9696.png,4,1,0,0.6879688799381256,0.3120311200618744
data/train/patch_patient_092_node_1_x_32704_y_17216.png,4,0,1,0.9789021629840136,0.021097837015986443
data/train/patch_patient_087_node_0_x_13952_y_9952.png,4,1,0,0.9999999999999623,3.7801145812707895e-14
data/train/patch_patient_009_node_1_x_8448_y_29472.png,0,1,0,0.0,1.0
data/train/patch_patient_096_node_0_x_20384_y_5984.png,4,1,0,0.9999999999999998,1.747231373280895e-16
data/train/patch_patient_099_node_4_x_1824_y_19200.png,4,1,0,1.0,7.768430069158659e-22
data/train/patch_patient_016_node_1_x_4480_y_26560.png,0,1,0,0.9999999999999963,3.661966529436202e-15
data/train/patch_patient_016_node_1_x_4992_y_27680.png,0,1,0,0.47927039861679077,0.5207296013832092
data/train/patch_patient_012_node_0_x_5408_y_24608.png,0,0,1,0.9999808584907441,1.914150925586e-05
data/train/patch_patient_092_node_1_x_30656_y_2080.png,4,1,0,0.0,1.0
data/train/patch_patient_099_node_4_x_4640_y_19552.png,4,1,0,1.0,1.3675548300201047e-19
data/train/patch_patient_099_node_4_x_4864_y_12512.png,4,1,0,0.999999999999955,4.4953979910300826e-14
data/train/patch_patient_099_node_4_x_20768_y_14816.png,4,1,0,1.0,1.782100621355854e-38
data/train/patch_patient_016_node_1_x_19424_y_33056.png,0,1,0,1.0,7.678362953808486e-30
data/train/patch_patient_088_node_1_x_20960_y_8480.png,4,1,0,0.9999999998197616,1.80238365898866e-10
data/train/patch_patient_087_node_0_x_14976_y_11456.png,4,1,0,0.14089393615722656,0.8591060638427734
data/train/patch_patient_012_node_0_x_5056_y_26784.png,0,0,1,0.9999999999996605,3.394982591494594e-13
data/train/patch_patient_088_node_1_x_20800_y_4352.png,4,1,0,1.0,0.0
data/train/patch_patient_088_node_1_x_22016_y_3392.png,4,1,0,1.0,6.3712727415656855e-37
data/train/patch_patient_004_node_4_x_9504_y_26464.png,0,1,0,1.0,1.6014759496303604e-20
data/train/patch_patient_009_node_1_x_11200_y_45472.png,0,1,0,0.9999999999998328,1.672037481343855e-13
data/train/patch_patient_099_node_4_x_15488_y_13664.png,4,1,0,0.9999999999999958,4.23871295728755e-15
data/train/patch_patient_015_node_1_x_10464_y_37216.png,0,0,1,1.1920928955078125e-07,0.9999998807907104
data/train/patch_patient_087_node_0_x_14240_y_11168.png,4,1,0,0.9999999999999466,5.342583404214889e-14
data/train/patch_patient_099_node_4_x_18496_y_4544.png,4,0,1,0.9999999989851303,1.0148697437983856e-09
data/train/patch_patient_087_node_0_x_3904_y_8448.png,4,1,0,1.0,0.0
data/train/patch_patient_016_node_1_x_12544_y_31328.png,0,1,0,0.9999999995512047,4.487953342291462e-10
data/train/patch_patient_087_node_0_x_40512_y_4960.png,4,1,0,0.9999999999998394,1.6070322427386846e-13
data/train/patch_patient_009_node_1_x_13344_y_36224.png,0,0,1,0.9999999999988997,1.1002997558212657e-12
data/train/patch_patient_016_node_1_x_7360_y_33920.png,0,1,0,0.9999999999979899,2.0100197548056364e-12
data/train/patch_patient_099_node_4_x_18688_y_4832.png,4,0,1,3.5762786865234375e-07,0.9999996423721313
data/train/patch_patient_012_node_0_x_4128_y_25376.png,0,0,1,1.0,1.1646366198342507e-29
data/train/patch_patient_004_node_4_x_2432_y_20768.png,0,1,0,1.0,0.0
data/train/patch_patient_012_node_0_x_2976_y_26464.png,0,0,1,0.9995831742417067,0.00041682575829327106
data/train/patch_patient_087_node_0_x_28960_y_8832.png,4,1,0,0.9922689804807305,0.007731019519269466
data/train/patch_patient_099_node_4_x_11648_y_15200.png,4,1,0,1.0,1.9419950589256866e-29
data/train/patch_patient_017_node_1_x_15712_y_14976.png,0,1,0,1.0,0.0
data/train/patch_patient_015_node_1_x_10304_y_36224.png,0,0,1,0.9907378563657403,0.0092621436342597
data/train/patch_patient_099_node_4_x_2880_y_17120.png,4,1,0,0.008182823657989502,0.9918171763420105
data/train/patch_patient_012_node_0_x_2656_y_25152.png,0,0,1,1.0,1.1597081734158394e-34
data/train/patch_patient_089_node_3_x_33152_y_10144.png,4,1,0,1.0,0.0
data/train/patch_patient_015_node_1_x_14464_y_30400.png,0,1,0,1.0,2.4096775952695804e-24
data/train/patch_patient_099_node_4_x_19392_y_2816.png,4,0,1,0.9999999999187822,8.12177963771532e-11
data/train/patch_patient_010_node_4_x_20160_y_16512.png,0,1,0,1.0,6.339635959159827e-29
data/train/patch_patient_016_node_1_x_5248_y_26240.png,0,1,0,0.9999948091190163,5.190880983718671e-06
data/train/patch_patient_015_node_1_x_5088_y_35840.png,0,1,0,0.0,1.0
data/train/patch_patient_099_node_4_x_21088_y_4320.png,4,1,0,0.47818005084991455,0.5218199491500854
data/train/patch_patient_087_node_0_x_8544_y_7328.png,4,1,0,0.9633211866021156,0.03667881339788437
data/train/patch_patient_009_node_1_x_6784_y_37600.png,0,1,0,1.0,4.7138635271613154e-20
data/train/patch_patient_099_node_4_x_20480_y_10624.png,4,1,0,1.0,1.8330456377434327e-17
data/train/patch_patient_010_node_4_x_16832_y_25152.png,0,1,0,0.9999999999974353,2.564707777749642e-12
data/train/patch_patient_088_node_1_x_5792_y_8960.png,4,1,0,1.1920928955078125e-07,0.9999998807907104
data/train/patch_patient_015_node_1_x_12544_y_34176.png,0,1,0,0.9999957823906698,4.217609330225969e-06
data/train/patch_patient_015_node_1_x_10432_y_36384.png,0,0,1,0.9999999999999954,4.525186699829006e-15
data/train/patch_patient_015_node_1_x_8736_y_37152.png,0,0,1,0.9999999989275625,1.072437472160459e-09
data/train/patch_patient_012_node_0_x_3392_y_24064.png,0,0,1,0.9973210981115699,0.0026789018884301186
data/train/patch_patient_092_node_1_x_25408_y_7520.png,4,1,0,1.0,1.6851381272441112e-36
data/train/patch_patient_087_node_0_x_4896_y_7424.png,4,1,0,0.0,1.0
data/train/patch_patient_089_node_3_x_34432_y_5504.png,4,1,0,1.0,3.435587060989754e-23
data/train/patch_patient_010_node_4_x_5248_y_19776.png,0,1,0,0.9722981285303831,0.02770187146961689
data/train/patch_patient_015_node_1_x_12736_y_35264.png,0,1,0,0.9999999999979647,2.0352343942098283e-12
data/train/patch_patient_099_node_4_x_19520_y_2432.png,4,0,1,0.9999999999999998,1.9169243657470454e-16
data/train/patch_patient_099_node_4_x_20896_y_2592.png,4,0,1,1.0,7.831479999668684e-37
data/train/patch_patient_010_node_4_x_19168_y_16384.png,0,0,1,0.9999997767087905,2.2329120952235826e-07
data/train/patch_patient_092_node_1_x_32416_y_17792.png,4,0,1,0.9999597405585519,4.025944144814275e-05
data/train/patch_patient_015_node_1_x_10496_y_37472.png,0,0,1,1.0,1.1486548420659787e-23
data/train/patch_patient_010_node_4_x_13216_y_20160.png,0,1,0,0.9999999999937963,6.20375582502386e-12
data/train/patch_patient_099_node_4_x_18752_y_3680.png,4,0,1,1.0,8.545692952024494e-23
data/train/patch_patient_012_node_0_x_2976_y_25792.png,0,0,1,1.0,2.3625011000356153e-25
data/train/patch_patient_087_node_0_x_38464_y_12448.png,4,1,0,0.09238952398300171,0.9076104760169983
data/train/patch_patient_009_node_1_x_10656_y_42048.png,0,1,0,1.0,1.364725794776991e-18
data/train/patch_patient_015_node_1_x_8864_y_36320.png,0,0,1,0.012550830841064453,0.9874491691589355
data/train/patch_patient_099_node_4_x_20800_y_4128.png,4,0,1,1.0,1.1305397360613229e-24
data/train/patch_patient_092_node_1_x_33696_y_3808.png,4,1,0,0.0,1.0
data/train/patch_patient_012_node_0_x_5600_y_24192.png,0,0,1,1.0,4.1136615239728846e-24
data/train/patch_patient_012_node_0_x_4096_y_24544.png,0,0,1,0.9999997800154148,2.199845852146609e-07
data/train/patch_patient_087_node_0_x_40480_y_14496.png,4,1,0,0.99990962503216,9.037496784003451e-05
data/train/patch_patient_087_node_0_x_35584_y_2144.png,4,1,0,1.0,1.1460413458869815e-24
data/train/patch_patient_087_node_0_x_39104_y_14560.png,4,1,0,0.9679504707455635,0.03204952925443649
data/train/patch_patient_010_node_4_x_9536_y_25568.png,0,1,0,0.9843867300078273,0.015613269992172718
data/train/patch_patient_010_node_4_x_12544_y_23264.png,0,1,0,0.9999999997163901,2.836099410874482e-10
data/train/patch_patient_004_node_4_x_16768_y_20960.png,0,1,0,0.9999997901008442,2.0989915583413676e-07
data/train/patch_patient_099_node_4_x_19456_y_3168.png,4,0,1,0.0,1.0
data/train/patch_patient_099_node_4_x_24128_y_7648.png,4,1,0,0.0,1.0
data/train/patch_patient_010_node_4_x_8640_y_26304.png,0,1,0,1.0,4.37622224211809e-28
data/train/patch_patient_099_node_4_x_19808_y_4416.png,4,0,1,0.9999973785791099,2.6214208901365055e-06
data/train/patch_patient_087_node_0_x_16384_y_15168.png,4,1,0,1.0,6.883066028937626e-33
data/train/patch_patient_089_node_3_x_23584_y_8096.png,4,1,0,0.9999999999999888,1.1168372508003812e-14
data/train/patch_patient_012_node_0_x_7200_y_27264.png,0,0,1,0.9999999999999998,1.7625481112474168e-16
data/train/patch_patient_015_node_1_x_10336_y_36928.png,0,0,1,0.9999999999577501,4.22498355745482e-11
data/train/patch_patient_017_node_1_x_15712_y_31424.png,0,1,0,1.0,0.0
data/train/patch_patient_087_node_0_x_16160_y_3648.png,4,1,0,1.0,5.814658257725689e-18
data/train/patch_patient_088_node_1_x_15296_y_9664.png,4,1,0,1.0,8.70862789281267e-30
data/train/patch_patient_099_node_4_x_20384_y_3456.png,4,0,1,0.9999999982771091,1.722890941024957e-09
data/train/patch_patient_012_node_0_x_3456_y_24544.png,0,0,1,0.9999999993482471,6.517528183813681e-10
